username,text,label,binary_label,tokenized_comment
irawati_kasman,Tp aku suka nya prilly yg gemoy,['Body Shaming'],Yes,"['tapi', 'aku', 'suka', 'nya', 'prilly', 'yang', 'lucu']"
pecelayam_masandre,Ahhh ini cewe urat malunya ilang kali,"['Denigration', 'Flaming']",Yes,"['ah', 'ini', 'cewek', 'urat', 'malu', 'hilang', 'kali']"
nemahmariyanaputri,Udah kayak makemak si do🤭🤣,['Body Shaming'],Yes,"['sudah', 'seperti', 'ibu', 'ibu', 'sih', 'di']"
bellayuliisa,Mbaaa napaa mau sihh sama RN kasiann bgtt sumpahh🥹🙏🏻,['Denigration'],Yes,"['mbak', 'kenapa', 'mau', 'sih', 'sama', 'rn', 'kasihan', 'sangat', 'sumpah']"
dewirarasinaga,Nanti ada waktunya siapa yg bekerja TDK sesuai ajaran Tuhan itu akan sebentar seperti membolakan telapak tangan ..bisa sewaktu waktu ludes ..maaf klo salah ..🙏🙏,['Denigration'],Yes,"['nanti', 'ada', 'waktu', 'siapa', 'yang', 'kerja', 'tidak', 'sesuai', 'ajar', 'tuhan', 'itu', 'akan', 'sebentar', 'seperti', 'bola', 'telapak', 'tangan', 'bisa', 'waktu', 'waktu', 'ludes', 'maaf', 'kalo', 'salah']"
kocapse_gicol,"Ini siapa sih,songongnya ngalahin kim jong un 🤣",['Harassment'],Yes,"['ini', 'siapa', 'sih', 'sombong', 'kalah', 'kim', 'jong', 'un']"
sparklingamr,Masi kalah jauh banget Ama cipa woyy mbakk,['Body Shaming'],Yes,"['masih', 'kalah', 'jauh', 'sangat', 'sama', 'syifa', 'woi', 'mbak']"
linchiasinviadewi,Bang klo gak mau lagu di pake yaa jangan di pasang ...dengerin sendiri 😂,['Harassment'],Yes,"['bang', 'kalo', 'tidak', 'mau', 'lagu', 'di', 'pakai', 'iya', 'jangan', 'di', 'pasang', 'dengar', 'sendiri']"
syanei140926,"Politik di kaitkan dengan personal, sok² bilang ""GAK USAH PAKAI LAGU GUE BISA gak?"".",['Harassment'],Yes,"['politik', 'di', 'kait', 'dengan', 'pribadi', 'sok', 'bilang', 'tidak', 'perlu', 'pakai', 'lagu', 'aku', 'bisa', 'tidak']"
lia_nita09,"Dosma @doshzn cukup peran Namira yg bikin ilfeel, lo jangan ikutan ya😭 Klau benaran g' nyangka bnget dos, g' bisa bnget pisahin real life dgn akting ya😭",['Denigration'],Yes,"['dosma', 'cukup', 'peran', 'namira', 'yang', 'buat', 'ilfeel', 'kamu', 'jangan', 'ikut', 'iya', 'kalau', 'benar', 'tidak', 'sangka', 'sangat', 'dos', 'tidak', 'bisa', 'sangat', 'pisah', 'nyata', 'hidup', 'dengan', 'akting', 'iya']"
fitripagga,Ini bpk nempell amat dimana mana😮,['Denigration'],Yes,"['ini', 'bapak', 'nempel', 'sangat', 'mana', 'mana']"
busratull_08,"Prili kalo terlalu kurus gak bagus juga,kek keliatan gede kepalanya dari pada bandan😅",['Body Shaming'],Yes,"['prilly', 'jika', 'terlalu', 'kurus', 'tidak', 'bagus', 'juga', 'seperti', 'lihat', 'besar', 'kepala', 'dari', 'pada', 'ban', 'dan']"
ryokonsleth,Sok sok an njirr padahal suaranya B aja,['Flaming'],Yes,"['sok', 'sok', 'an', 'anjir', 'padahal', 'suara', 'b', 'saja']"
defakhotak,Aneh ga mau dipke lagunya gabusah lu kluarin bro,['Harassment'],Yes,"['aneh', 'tidak', 'mau', 'pakai', 'lagu', 'tidak', 'bisa', 'kamu', 'keluar', 'bro']"
ximokids,PENJILAT SEJATI ITU BERNAMA RAFFI AHMAD😢😢,"['Denigration', 'Flaming']",Yes,"['jilat', 'sejati', 'itu', 'nama', 'raffi', 'ahmad']"
lalisagulo801,Jangan kurus banget yah Kak pril😊,['Body Shaming'],Yes,"['jangan', 'kurus', 'sangat', 'iya', 'kak', 'prilly']"
eerna.okt,aura pelakornya kuat bgt😭,['Denigration'],Yes,"['aura', 'pelakornya', 'kuat', 'sangat']"
naaaaayssss,plis prilll ga balance skali,['Body Shaming'],Yes,"['tolong', 'prilly', 'tidak', 'imbang', 'sekali']"
ade_ppm,Ikutan kepo 🤣. Tp gak ikutan pasang lagu di ig takut gak boleh.,['Harassment'],Yes,"['ikut', 'ingin', 'tahu', 'tapi', 'tidak', 'ikut', 'pasang', 'lagu', 'di', 'instagram', 'takut', 'tidak', 'boleh']"
rahmanz.31,Ora sudi denger lagumu baru tenar sombong padahal B aja 🫠,"['Flaming', 'Harassment']",Yes,"['tidak', 'sudi', 'dengar', 'lagu', 'baru', 'kenal', 'sombong', 'padahal', 'b', 'saja']"
gungpradanaa_,Baru punya 1 lagu aja SONGONG !!!,['Flaming'],Yes,"['baru', 'punya', 'lagu', 'saja', 'sombong']"
rekmaayunda05__,Wandahara lu bener bener yah ngak usah pakai” cadar stop menormalisasikan hal yg belok,['Flaming'],Yes,"['wanda', 'hara', 'kamu', 'benar', 'benar', 'iya', 'tidak', 'perlu', 'pakai', 'cadar', 'henti', 'normalisasi', 'hal', 'yang', 'belok']"
niu_jichrs,"bisnis aman,,permainan tidak terbongkar 😂😂😂",['Denigration'],Yes,"['bisnis', 'aman', 'main', 'tidak', 'bongkar']"
ryo.mbois,Pantesannn tujuan utamanya tetap bisnis ya A😂😂,['Denigration'],Yes,"['pantesann', 'tuju', 'utama', 'tetap', 'bisnis', 'iya', 'a']"
sayaphatiku,"udh nyanyi lagu bocil, if u'r happy n u know if CLAP ur hands aja deh.. wkwk gayalu udh ngalah2in erwin gutawa",['Denigration'],Yes,"['sudah', 'nyanyi', 'lagu', 'bocil', 'jika', 'milik', 'senang', 'n', 'untuk', 'tahu', 'jika', 'clap', 'milik', 'tangan', 'saja', 'deh', 'wkwk', 'gaya', 'sudah', 'kalah', 'erwin', 'gutawa']"
dewltr2,Dosma Pacar baru lo mana?? Baru ngrebut tp gk bisa di post ya😂.. mengsyedihhhh😂,['Denigration'],Yes,"['dosma', 'pacar', 'baru', 'kamu', 'mana', 'baru', 'rebut', 'tapi', 'tidak', 'bisa', 'di', 'post', 'iya', 'mengsyedihh']"
fhinabilla,si paling gak sudi,['Harassment'],Yes,"['sih', 'paling', 'tidak', 'sudi']"
_garagai,Sekelas ahmad dhani aja gak pernah ngelarang orang untuk gak pake lagunya,['Denigration'],Yes,"['kelas', 'ahmad', 'dhani', 'saja', 'tidak', 'pernah', 'larang', 'orang', 'untuk', 'tidak', 'pakai', 'lagu']"
umulrizayanti,kak lu pantes d penjara sih. karena menistakan agama,['Harassment'],Yes,"['kak', 'kamu', 'pantas', 'ada', 'penjara', 'sih', 'karena', 'nista', 'agama']"
audiariputrii97,Nii semua gara gara dia ni. Baper sampe ke dunia nyata,['Denigration'],Yes,"['ini', 'semua', 'gara', 'gara', 'dia', 'ini', 'bawa', 'asa', 'sampai', 'ke', 'dunia', 'nyata']"
rizaalaali,"keren lo bangg ,saking keren nya jatuhin karir lo sendiri wkwkwkwk",['Harassment'],Yes,"['keren', 'kamu', 'bang', 'sangat', 'keren', 'nya', 'jatuh', 'karir', 'kamu', 'sendiri', 'wkwkwkwk']"
aditayyy_,Lagi rame tuh ada dugaan pencucian uang,['Denigration'],Yes,"['lagi', 'ramai', 'tuh', 'ada', 'duga', 'cuci', 'uang']"
wisnaaa1,Makasih dossmaa udah ambil iky dari cipaa . Skrg cipa berlayar sama El . Kita penumpang kapal ELCIP garis kerasss ❤️❤️❤️,['Denigration'],Yes,"['terima', 'kasih', 'dosma', 'sudah', 'ambil', 'rizky', 'dari', 'syifa', 'sekarang', 'syifa', 'layar', 'sama', 'el', 'kita', 'tumpang', 'kapal', 'elcip', 'garis', 'keras']"
girimoto,walapun segede nasi kfc.aku tetap mauuuuu,['Harassment'],Yes,"['walaupun', 'gede', 'nasi', 'kfc', 'aku', 'tetap', 'mau']"
menantimu1245,baca berita ktnya rafi terlibat pencucian uang,['Denigration'],Yes,"['baca', 'berita', 'kata', 'rafi', 'libat', 'cuci', 'uang']"
afkarbiru,Oh emang ngerebut ya? Maaf kudet🤭,['Denigration'],Yes,"['oh', 'memang', 'rebut', 'iya', 'maaf', 'kurang', 'update']"
ilal5676,"Sombong amat, istigfar weee",['Flaming'],Yes,"['sombong', 'sangat', 'istighfar', 'weh']"
raniaaaratu,Sadar diri lo ga secakep syifaaa yeeee,['Body Shaming'],Yes,"['sadar', 'diri', 'kamu', 'tidak', 'cakep', 'syifa', 'iya']"
fromsecond_tohero,oh belum centang biru ya. patutlah bertingkah,['Denigration'],Yes,"['oh', 'belum', 'centang', 'biru', 'iya', 'patut', 'ting']"
dinaoktaviana__,"Tombol yg tau laguu bunga abadi langsung skip ,krna mmng gatau siapa yg nyanyi",['Harassment'],Yes,"['tombol', 'yang', 'tahu', 'lagu', 'bunga', 'abadi', 'langsung', 'lewat', 'karena', 'memang', 'gatau', 'siapa', 'yang', 'nyanyi']"
dessasiawet,Makasi mbak dosma akhirnya cipa tidak punya beban hidup lagi🙏🏻🙏🏻🙏🏻,['Denigration'],Yes,"['terima', 'kasih', 'kak', 'dosma', 'akhir', 'syifa', 'tidak', 'punya', 'beban', 'hidup', 'lagi']"
uswatunn1078,"Iya"" sang maha pencipta lagu 😮atitude bosok",['Harassment'],Yes,"['iya', 'sang', 'maha', 'cipta', 'lagu', 'sikap', 'busuk']"
lilitria96,Boikot aja lagu nya wkwkwk,['Harassment'],Yes,"['boikot', 'saja', 'lagu', 'nya', 'wkwk']"
ikaainayas,"Marketing S3, mau dengan cara apapun yg penting lagunya jadi banyak yg tau 🤭",['Denigration'],Yes,"['pasar', 'si', 'mau', 'dengan', 'cara', 'apa', 'yang', 'penting', 'lagu', 'jadi', 'banyak', 'yang', 'tahu']"
rizkyandriansyahm,Emg uang bisa di cuci ya ges?,['Denigration'],Yes,"['memang', 'uang', 'bisa', 'di', 'cuci', 'iya', 'ges']"
nafisah7567,"Ternyata Lo pengelola uang koruptor ya fi, pantesan kaya",['Denigration'],Yes,"['nyata', 'kamu', 'kelola', 'uang', 'koruptor', 'iya', 'di', 'pantesan', 'seperti']"
inyrdrmss,TINGGALIN JEJAK DULU : RIO KONTOL,['Flaming'],Yes,"['tinggal', 'jejak', 'dahulu', 'rio', 'kontol']"
hanna1nd,muka nahan berak plis😭🫵🏻,['Body Shaming'],Yes,"['wajah', 'tahan', 'buang', 'air', 'besar', 'tolong']"
febvesp_08,cukup dengan tertawa wkwk,['Denigration'],Yes,"['cukup', 'dengan', 'tertawa', 'wkwk']"
langg__08,Ga sudi denger lagu lu,['Harassment'],Yes,"['tidak', 'sudi', 'dengar', 'lagu', 'kamu']"
fatinaugst,Baru denger dan ga suka kirain lagu tahn jebol wkwkwk .. aq bkn pembela kaesang dan kelg nya tapi kok dengernlagu mya ga boleh d pake sombong amat … hadewww baru ini denger lagu mu tapi udh ga sudi dengernya krena sikapnya sombong sekali .. jgn buat lagu,"['Flaming', 'Harassment']",Yes,"['baru', 'dengar', 'dan', 'tidak', 'suka', 'ira', 'lagu', 'tahun', 'rusak', 'wkwk', 'aku', 'bukan', 'bela', 'kaesang', 'dan', 'keluarga', 'nya', 'tapi', 'kok', 'dengar', 'lagu', 'nya', 'tidak', 'boleh', 'ada', 'pakai', 'sombong', 'sangat', 'hadeww', 'baru', 'ini', 'dengar', 'lagu', 'mu', 'tapi', 'sudah', 'tidak', 'sudi', 'dengar', 'karena', 'sikap', 'sombong', 'sekali', 'jangan', 'buat', 'lagu']"
anissapujias,Heran dh dpt berlian malah milih kerikil,['Denigration'],Yes,"['kagum', 'deh', 'dapat', 'berlian', 'lebih', 'tepat', 'pilih', 'kerikil']"
khoirul_anamc,Aassyik merapat cari aman😂😂😂,['Denigration'],Yes,"['asyik', 'rapat', 'cari', 'aman']"
metanoviana,parah y selingkuhnya dr temen sendiri😂,['Denigration'],Yes,"['parah', 'iya', 'selingkuh', 'dari', 'teman', 'sendiri']"
florence_sapphire,yg satu couple upgrade yg satunya couple downgrade 😭,['Denigration'],Yes,"['yang', 'satu', 'pasang', 'tingkat', 'yang', 'satu', 'pasang', 'downgrade']"
nf_ayuu,Menjiwai sekali ya karakter nya di film smpek terbawa2 di dunia nyata 🤭😂😂😂,['Denigration'],Yes,"['jiwa', 'sekali', 'iya', 'karakter', 'nya', 'di', 'film', 'sampai', 'bawa', 'di', 'dunia', 'nyata']"
m_praneskapratama,Untung gak pernah denger lagu loe🤣,['Harassment'],Yes,"['untung', 'tidak', 'pernah', 'dengar', 'lagu', 'lo']"
fiirdaagstn_,Dia disamping marshanda aja udh jauh kebanting banget apalagi sama cipa yatuhan ga punya malu bgt ga mikir ya lu mbak🤣🤣🤣,['Body Shaming'],Yes,"['dia', 'samping', 'marshanda', 'saja', 'sudah', 'jauh', 'banting', 'sangat', 'apalagi', 'sama', 'syifa', 'ya', 'tuhan', 'tidak', 'punya', 'malu', 'sangat', 'tidak', 'mikir', 'iya', 'kamu', 'kak']"
3mbargo_store,Si panjul yg gabisa kerja😂,['Denigration'],Yes,"['sih', 'panjul', 'yang', 'tidak', 'bisa', 'kerja']"
efrannr21,"Songong , ga suka boleh tapi ga gitu juga !",['Flaming'],Yes,"['sombong', 'tidak', 'suka', 'boleh', 'tapi', 'tidak', 'begitu', 'juga']"
ahmaddin_sw,"Serius dia siapa? Musisi? Kok sombong amat🤣,",['Flaming'],Yes,"['serius', 'dia', 'siapa', 'musisi', 'kok', 'sombong', 'sangat']"
kurniasalim02,"Gak sudi denger lagu lu, lu musisi angkuh!","['Flaming', 'Harassment']",Yes,"['tidak', 'sudi', 'dengar', 'lagu', 'kamu', 'kamu', 'musisi', 'angkuh']"
fathanrizkiazzima,Tujuan nya hanya lah bisnis😂,['Denigration'],Yes,"['tuju', 'nya', 'hanya', 'lah', 'bisnis']"
khaerudinnoor_13,"Tmn"" nya juga pd gesrek sih,ibarat nya lu tau kalau anak"" minum es tiap hari itu bkal batuk"" tp ttep lu biarin,nah kek gt nih modelan tmn"" nya","['Denigration', 'Flaming']",Yes,"['teman', 'nya', 'juga', 'pada', 'gesrek', 'sihibarat', 'nya', 'kamu', 'tahu', 'kalau', 'anak', 'minum', 'es', 'tiap', 'hari', 'itu', 'bakal', 'batuk', 'tapi', 'tetap', 'kamu', 'biar', 'seperti', 'begitu', 'ini', 'model', 'teman', 'nya']"
shrlimrshlnaa_,Owww ini akun penyanyi HINA,['Flaming'],Yes,"['oww', 'ini', 'akun', 'nyanyi', 'hina']"
marthareforinaa,Mata Riski buta x ya. 🤣 🤭,['Body Shaming'],Yes,"['mata', 'rizky', 'buta', 'kali', 'iya']"
vinzchaaaa,Tebell muka banget ni artis pansos,"['Body Shaming', 'Flaming']",Yes,"['tebal', 'wajah', 'sangat', 'ini', 'artis', 'panjat', 'sosial']"
ochadw_,"serius ni sama emak""?",['Body Shaming'],Yes,"['serius', 'ini', 'sama', 'ibu']"
chaeeseee_0,Dosma 🤝 namira udh melekat yaa jiwa² ngambil milik orang wkwk,['Denigration'],Yes,"['dosma', 'namira', 'sudah', 'lekat', 'iya', 'jiwa', 'ambil', 'mil', 'orang', 'wkwk']"
dillafransiscasaputri,"Jujur, lagu lu kalo lagi mode shuffle di spotify gw langsung gw skip. Mual .",['Harassment'],Yes,"['jujur', 'lagu', 'kamu', 'jika', 'lagi', 'mode', 'shuffle', 'di', 'spotify', 'aku', 'langsung', 'aku', 'lewat', 'mual']"
anggiehrm,"Bikin lagu tujuannya apan...??klo bwt diri sndri ,mending jangan dishare ato dipublish",['Harassment'],Yes,"['buat', 'lagu', 'tuju', 'apa', 'kalo', 'buat', 'diri', 'sendiri', 'lebih', 'baik', 'jangan', 'dishare', 'atahu', 'publikasi']"
nellykurniaw,Ngape lu doyan sih ki,['Denigration'],Yes,"['apa', 'kamu', 'doyan', 'sih', 'ini']"
jalu_rhijau,"Muka kaya bajingan gini sok²an gak mau di dngerin lagu nya sama Kaesang,emg anak anj","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'begini', 'sok', 'tidak', 'mau', 'di', 'dengar', 'lagu', 'nya', 'sama', 'kaesang', 'memang', 'anak', 'anjing']"
,"anj, udh pendek item, otak jg kagak ada","['Body Shaming', 'Flaming']",Yes,"['anjing', 'sudah', 'pendek', 'hitam', 'otak', 'juga', 'bukan', 'ada']"
,"Yaampun gmn cara lo pede ya? Jelek, pendek, tolol pula 🫠","['Body Shaming', 'Flaming']",Yes,"['ya', 'ampun', 'bagaimana', 'cara', 'kamu', 'percaya', 'diri', 'iya', 'jelek', 'pendek', 'tolol', 'juga']"
,Mata si lakik udh katarak kali yak馃槶馃槶,"['Body Shaming', 'Flaming']",Yes,"['mata', 'sih', 'laki', 'sudah', 'katarak', 'kali', 'iya']"
,idung kaya ujung sandal jepit tp belagu bgt ngomongnya,"['Body Shaming', 'Flaming']",Yes,"['hidung', 'seperti', 'ujung', 'sandal', 'jepit', 'tapi', 'belagu', 'sangat', 'omong']"
,"Udah daki numpuk, ngomongnya kayak orang sok suci","['Body Shaming', 'Flaming']",Yes,"['sudah', 'daki', 'numpuk', 'omong', 'seperti', 'orang', 'sok', 'suci']"
,"Lo tuh ga punya modal buat belagu, sadar tempat napa","['Body Shaming', 'Flaming']",Yes,"['kamu', 'tuh', 'tidak', 'punya', 'modal', 'buat', 'belagu', 'sadar', 'tempat', 'kenapa']"
,"Kepala gede isi kosong, idup cuma buat nyusahin orang yaaa???","['Body Shaming', 'Flaming']",Yes,"['kepala', 'besar', 'isi', 'kosong', 'hidup', 'hanya', 'buat', 'susah', 'orang', 'iya']"
,Muka kaya kadal aja songong banget nyet!!! Lagu bru terkenal satu aja songong anjg!,"['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'kadal', 'saja', 'sombong', 'sangat', 'monyet', 'lagu', 'baru', 'kenal', 'satu', 'saja', 'sombong', 'anjing']"
,"Bau ketek lo sampe sini anjir, sadar napa lu bego","['Body Shaming', 'Flaming']",Yes,"['bau', 'ketiak', 'kamu', 'sampai', 'di', 'sini', 'anjir', 'sadar', 'kenapa', 'kamu', 'bodoh']"
,"gigi lo tongos, jelek bgttt anj**","['Body Shaming', 'Flaming']",Yes,"['gigi', 'kamu', 'tongos', 'jelek', 'sangat', 'anjing']"
,"Kurus kering tapi songongnya minta ampun, ga malu apa?","['Body Shaming', 'Flaming']",Yes,"['kurus', 'kering', 'tapi', 'songong', 'minta', 'ampun', 'tidak', 'malu', 'apa']"
,"Yaelah suaramu aja udh kek toa rusak, muka lg 😬","['Body Shaming', 'Flaming']",Yes,"['yaelah', 'suara', 'saja', 'sudah', 'seperti', 'toa', 'rusak', 'wajah', 'lagi']"
,"ELo tuh ya, gendut kagak cakep, kelakuan jg norak","['Body Shaming', 'Flaming']",Yes,"['lo', 'tuh', 'iya', 'gemuk', 'bukan', 'cakep', 'laku', 'juga', 'norak']"
,"badan lo gede doang, otak sama mental nol besar!","['Body Shaming', 'Flaming']",Yes,"['tubuh', 'kamu', 'besar', 'doang', 'otak', 'sama', 'mental', 'nol', 'besar']"
,"Muka kaya bajingan gini sok虏an gak mau di dngerin lagu nya sama Kaesang,emg anak anj","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'begini', 'sok', 'an', 'tidak', 'mau', 'di', 'dengar', 'lagu', 'nya', 'sama', 'kaesang', 'memang', 'anak', 'anjing']"
,"Badannya cungkring, mulutnya gede banget bacot mulu anjing","['Body Shaming', 'Flaming']",Yes,"['badan', 'kurus', 'mulut', 'besar', 'sangat', 'bacot', 'mulu', 'anjing']"
,Kurus kaya tiang listrik tp belagu bgt njir,"['Body Shaming', 'Flaming']",Yes,"['kurus', 'seperti', 'tiang', 'listrik', 'tapi', 'belagu', 'sangat', 'anjir']"
,Amit amit laki2 model gini 馃憥 mikir dongg lo itu laki2 badan lo aja kekar kaya kuli sadarrrrrrr,"['Body Shaming', 'Flaming']",Yes,"['amit', 'amit', 'pria', 'model', 'begini', 'mikir', 'dong', 'kamu', 'itu', 'pria', 'tubuh', 'kamu', 'saja', 'kekar', 'seperti', 'kuli', 'sadar']"
,"Ya Allah ni orang emg gak punya kaca? Kurus, jorok, songong lg","['Body Shaming', 'Flaming']",Yes,"['iya', 'allah', 'ini', 'orang', 'memang', 'tidak', 'punya', 'kaca', 'kurus', 'jorok', 'sombong', 'lagi']"
,Otak lo isi angin doang ya? udah jelek gobl** pula..,"['Body Shaming', 'Flaming']",Yes,"['otak', 'kamu', 'isi', 'angin', 'doang', 'iya', 'sudah', 'jelek', 'gobl', 'juga']"
,"idihhh lom pernah liat org sekurang ini, udh mental kena, muka jg 😵‍💫","['Body Shaming', 'Flaming']",Yes,"['idih', 'lom', 'pernah', 'lihat', 'orang', 'kurang', 'ini', 'sudah', 'mental', 'kenal', 'wajah', 'juga']"
,Knp tuh jidat luas bgt? Tololnya jg ga ketolong 😭,"['Body Shaming', 'Flaming']",Yes,"['kenapa', 'tuh', 'dahi', 'luas', 'sangat', 'tolol', 'juga', 'tidak', 'tolong']"
,"Udah botak, jidat lebar, tapi masih aja belagu kaya artis","['Body Shaming', 'Flaming']",Yes,"['sudah', 'botak', 'dahi', 'lebar', 'tapi', 'masih', 'saja', 'belagu', 'seperti', 'artis']"
,"lo tuh bukan glow up, tapi malah tambah ancur, sadar nj**","['Body Shaming', 'Flaming']",Yes,"['kamu', 'tuh', 'tidak', 'binar', 'up', 'tapi', 'lebih', 'tepat', 'tambah', 'hancur', 'sadar', 'nj']"
,Dari cifa turun ke sampah馃き,"['Body Shaming', 'Flaming']",Yes,"['dari', 'syifa', 'turun', 'ke', 'sampah']"
,"muka lo mirip pantat panci gosong, ga ada bagus²nya anj**","['Body Shaming', 'Flaming']",Yes,"['wajah', 'kamu', 'mirip', 'pantat', 'panci', 'gosong', 'tidak', 'ada', 'bagus', 'anjing']"
,"Muka lo lebar banget njir, udah gitu kelakuan kaya bocah tolol","['Body Shaming', 'Flaming']",Yes,"['wajah', 'kamu', 'lebar', 'sangat', 'anjir', 'sudah', 'begitu', 'laku', 'seperti', 'bocah', 'tolol']"
,"muka lo ga banget sumpah, udah jelek otaknya kosong  ","['Body Shaming', 'Flaming']",Yes,"['wajah', 'kamu', 'tidak', 'sangat', 'sumpah', 'sudah', 'jelek', 'otak', 'kosong']"
,anjir fllwrrrrrrr nyaa jauh bgt sama cipaaa馃槶馃ぃlo tu bagi cipa cuma reemehan korongggg 馃槶,"['Body Shaming', 'Flaming']",Yes,"['anjir', 'fllwrr', 'nya', 'jauh', 'sangat', 'sama', 'syifa', 'kamu', 'itu', 'untuk', 'syifa', 'hanya', 'remeh', 'korongg']"
,"ohh ini.. kagak pantes masuk FYP, jelek, kotor, tolol pula","['Body Shaming', 'Flaming']",Yes,"['oh', 'ini', 'bukan', 'pantas', 'masuk', 'fyp', 'jelek', 'kotor', 'tolol', 'juga']"
,"Lo tuh anjing yang terjebak di tubuh manusia, bacot mulu kerjaannya","['Body Shaming', 'Flaming']",Yes,"['kamu', 'tuh', 'anjing', 'yang', 'jebak', 'di', 'tubuh', 'manusia', 'bacot', 'mulu', 'kerja']"
,"Udah pesek, muka pas-pasan, tapi sotoynya kebangetan","['Body Shaming', 'Flaming']",Yes,"['sudah', 'pesek', 'wajah', 'paspasan', 'tapi', 'sotoynya', 'banget']"
,anjir fllwrrrrrrr nyaa jauh bgt sama cipaaa😭🤣lo tu bagi cipa cuma reemehan korongggg 😭,"['Body Shaming', 'Flaming']",Yes,"['anjir', 'fllwrr', 'nya', 'jauh', 'sangat', 'sama', 'syifa', 'kamu', 'itu', 'untuk', 'syifa', 'hanya', 'remeh', 'korongg']"
,"kalo goblok jgn dipamerin, muka jg udh pas-pasan 😭","['Body Shaming', 'Flaming']",Yes,"['jika', 'goblok', 'jangan', 'di', 'pamer', 'wajah', 'juga', 'sudah', 'paspasan']"
,"anj, itu item pendek, otak tidak ada","['Body Shaming', 'Flaming']",Yes,"['anjing', 'itu', 'hitam', 'pendek', 'otak', 'tidak', 'ada']"
,"Kenapa kamu percaya diri? Jelek, pendek, bodoh juga 🫠","['Body Shaming', 'Flaming']",Yes,"['mengapa', 'salut', 'percaya', 'diri', 'jelek', 'pendek', 'bodoh', 'juga']"
,"Sadar, Kumiss seperti bulu benar -benar megah","['Body Shaming', 'Flaming']",Yes,"['sadar', 'miss', 'seperti', 'bulu', 'benar', 'benar', 'megah']"
,"Mata Lakik sudah katarak, yak 馃槶馃槶","['Body Shaming', 'Flaming']",Yes,"['mata', 'laki', 'sudah', 'katarak', 'iya']"
,Idung seperti ujung flip -flops tapi satu -satunya hal,"['Body Shaming', 'Flaming']",Yes,"['hidung', 'seperti', 'ujung', 'flip', 'flops', 'tapi', 'satu', 'satu', 'hal']"
,"Sudah mendaki, berbicara seperti orang suci","['Body Shaming', 'Flaming']",Yes,"['sudah', 'daki', 'bicara', 'seperti', 'orang', 'suci']"
,"Anda tidak memiliki modal untuk keraguan, sadar akan tempat itu","['Body Shaming', 'Flaming']",Yes,"['anda', 'tidak', 'milik', 'modal', 'untuk', 'ragu', 'sadar', 'akan', 'tempat', 'itu']"
,"Kepala gede kosong, hidup hanya untuk mengganggu orang ya ???","['Body Shaming', 'Flaming']",Yes,"['kepala', 'besar', 'kosong', 'hidup', 'hanya', 'untuk', 'ganggu', 'orang', 'iya']"
,"Dibutuhkan putra ASU dari anak -anak, Anda tidak perlu pergi, hutang Anda adalah MASKU DURUNG MOK LAUSI BLOK GOBLOK.LONTE Anak -anak","['Body Shaming', 'Flaming']",Yes,"['butuh', 'putra', 'asu', 'dari', 'anak', 'anak', 'anda', 'tidak', 'perlu', 'pergi', 'hutang', 'anda', 'adalah', 'mas', 'belum', 'mau', 'lausi', 'goblok', 'gobloklonte', 'anak', 'anak']"
,"Wajahnya seperti kadal, benar -benar menyanyi, nyet !!! Lagu Bru terkenal karena satu lagu anjg!","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'kadal', 'benar', 'benar', 'nyanyi', 'monyet', 'lagu', 'baru', 'kenal', 'karena', 'satu', 'lagu', 'anjing']"
,Bau ketiak Anda sampai di sini dan,"['Body Shaming', 'Flaming']",Yes,"['bau', 'ketiak', 'anda', 'sampai', 'di', 'di', 'sini', 'dan']"
,"Gigi Anda adalah tongos, sangat buruk **","['Body Shaming', 'Flaming']",Yes,"['gigi', 'anda', 'adalah', 'tongos', 'sangat', 'buruk']"
,"Kurus tetapi lagu itu meminta pengampunan, tidak malu?","['Body Shaming', 'Flaming']",Yes,"['kurus', 'tetapi', 'lagu', 'itu', 'minta', 'ampun', 'tidak', 'malu']"
,"Haduhhhh, setidaknya Anda mengenal diri sendiri, wajah penjaga keamanan hanya Soan Soan ingin menjadi pewong, Soan mengenakan semua kerudung lagi, Dih merasakan masa -masa indah, rasa malu dilihat oleh Tuhan.","['Body Shaming', 'Flaming']",Yes,"['haduhh', 'tidak', 'anda', 'kenal', 'diri', 'sendiri', 'wajah', 'jaga', 'aman', 'hanya', 'soan', 'soan', 'ingin', 'jadi', 'wong', 'soan', 'kena', 'semua', 'kerudung', 'lagi', 'dih', 'rasa', 'waktu', 'waktu', 'cantik', 'rasa', 'malu', 'lihat', 'oleh', 'tuhan']"
,"merasa sangat tampan, tuan? bgtah bgt anj","['Body Shaming', 'Flaming']",Yes,"['rasa', 'sangat', 'tampan', 'pak', 'bgtah', 'sangat', 'anjing']"
,"Ya, suaramu sudah pecah, wajahmu","['Body Shaming', 'Flaming']",Yes,"['iya', 'suara', 'sudah', 'pecah', 'wajah']"
