username,text,dominant_label,binary_label,tokenized_comment
marsela_sela7,Minta maaf gk sih @wanda_haraa  ini kajian acra agama bukan arisan,['Neutral'],No,"['maaf', 'tidak', 'sih', 'kaji', 'acara', 'agama', 'tidak', 'arisan']"
brutusworld_,"Bukan mau tapi ekornya sdh dipegang mungkin, ada tuh berita perihal dugaan rafi ahmad melakukan pencucian uang ?",['Denigration'],Yes,"['tidak', 'ekor', 'sudah', 'pegang', 'tuh', 'berita', 'duga', 'rafi', 'ahmad', 'cuci', 'uang']"
azharzlfhm_,"Perasan Dewa , Noah , Padi, Tulus, Rossa gak gini gini amat. Oh iya lupa. Mereka karakter dan kelasnya udh tinggi beda jauh , beda kelaslah . ... elu karakter aja masih begitu. 😢. ""Beli yoyo bareng simamat, Woi rio , sombong amat!!""",['Flaming'],Yes,"['peras', 'dewa', 'nuh', 'padi', 'tulus', 'rossa', 'tidak', 'oh', 'ya', 'lupa', 'karakter', 'kelas', 'sudah', 'beda', 'beda', 'kelas', 'karakter', 'beli', 'yoyo', 'simamat', 'woy', 'rio', 'sombong']"
putri_alfila,"Dia kurus tapi berbentuk
Gw kurus kayak gitu,malah tepos😭",['Neutral'],No,"['kurus', 'bentuk', 'kurus', 'suka', 'gitumalah', 'tepos']"
helloulul,Sombong amat lu.... Musisi jenis planet ni orang,['Flaming'],Yes,"['sombong', 'musisi', 'jenis', 'planet', 'nih', 'orang']"
herryza0296,Jagan jagan ga pakai mbk e,['Harassment'],Yes,"['jagan', 'jagan', 'tidak', 'mbak']"
lalalostttr,"List artis yang udah dihujat sama jongosnya sebelah:
1.shenina
2.Salsa
3.Eca
4.rizky
5.doshma
6.marsha 
Lanjuttin ges",['Neutral'],No,"['list', 'artis', 'sudah', 'hujat', 'jongos', 'belah', 'shenina', 'salsa', 'eca', 'rizky', 'doshma', 'marsha', 'lanjut', 'ges']"
ardii._17,Rafi asal bgt post gigi komuknya wkwk,['Neutral'],No,"['rafi', 'banget', 'post', 'gigi', 'kondisi', 'muka', 'wkwk']"
merisaabdiguna,Nambah umur nambah badaasss🔥,['Neutral'],No,"['tambah', 'usia', 'tambah', 'badaass']"
haganzyy,Lagu jelek aja bangga banget lu tol hahahaha,['Flaming'],Yes,"['lagu', 'jelek', 'bangga', 'banget', 'tol', 'hahaha']"
chintaamalia23,SEMOGA ALLAH SEGERA BERI HIDAYAH YA DAN @wanda_haraa segera menempuh jalan yang baik amiin🤲,['Neutral'],No,"['moga', 'allah', 'hidayah', 'ya', 'tempuh', 'jalan', 'bagus', 'amin']"
kansdewi,Badan gue bgni juga ko tp gue gk glowing aja dan bukan prilly😂,['Neutral'],No,"['tubuh', 'tidak', 'glowing', 'tidak', 'prilly']"
ucii_sunrise,nangis bngt gua ka ngeliat lo yg skrng cakepp bngtt,['Neutral'],No,"['menang', 'banget', 'gua', 'kak', 'lo', 'cakep', 'banget']"
eringrynn,Yg bener INTROPEKSI bukan intro into intro muluuu kek ni lagu,['Neutral'],No,"['introspeksi', 'tidak', 'intro', 'intro', 'muluu', 'kayak', 'nih', 'lagu']"
leonathan_alvino,42-45kg lah kak pas .. klo ini kekurusan,['Body Shaming'],Yes,"['kg', 'sis', 'kanan', 'kalo', 'kurus']"
shinran2119,"Nah ini baru cocok sama Nazar, soalnya sama2 B aja",['Body Shaming'],Yes,"['cocok', 'nazar', 'b']"
diithee_,Pindahooo nang kamboja wae 😂,['Neutral'],No,"['pindahoo', 'nang', 'kamboja', 'wae']"
vinentcia,"Cuma mau bilang, hilih",['Flaming'],Yes,"['bilang', 'hilih']"
miftaah_itaa,"Di sinetron nya tergila"" sama rizki eeh di nyata nya juga 😂",['Denigration'],Yes,"['opera', 'sabun', 'milik', 'gila', 'rizki', 'eh', 'nyata', 'milik']"
mommy_al_be,Cantik bgt ya dia bep masyaallah @liyaya_07,['Neutral'],No,"['cantik', 'banget', 'ya', 'bep', 'masha', 'allah']"
desain_interior.magelang,"Berkarya ya berkarya aja yang tulus kak. Seniman kok kayak gitu ucapannya.
Nggak sedikit loh yang justru tau lagu mu gara2 postingan bumil Erina dan mas Kaesang.
Gak suka di politiknya kok nyerang nya di personal.
Next kalo bikin lagu kon list sekalian siapa siapa yg boleh dengerin siapa yg nggak boleh.
Shame on you .",['Neutral'],No,"['karya', 'ya', 'karya', 'tulus', 'sis', 'artis', 'suka', 'ucap', 'tidak', 'loh', 'lagu', 'milik', 'gara', 'posting', 'wanita', 'hamil', 'erina', 'mas', 'kaesang', 'tidak', 'suka', 'politik', 'serang', 'milik', 'pribadi', 'lagu', 'kon', 'list', 'dengar', 'tidak', 'malu']"
dedinnathans,Cari tau kebenaran akan lebih baik dari pada membenarkan...eman2 bang lagu sampean jos.tapi gara2 komentar penurunan spesialis musisi anda down,['Neutral'],No,"['cari', 'benar', 'bagus', 'benar', 'bang', 'lagu', 'jos', 'gara', 'komentar', 'turun', 'spesialis', 'musisi', 'turun']"
muda_iskandar74,Klo bener ada aliran dana pencucian uang..ini calon2 penghuni kpk yg akan datang,['Denigration'],Yes,"['kalo', 'alir', 'dana', 'cuci', 'uang', 'calon', 'huni', 'kpk']"
mozalakyndona,"Klu benar pencucian uang gimn nie nasib RANS,",['Denigration'],Yes,"['cuci', 'uang', 'nasib', 'rans']"
kentangcuteee,"Loohhh kemarin iki like poto ini,sekarang gw cek udah gaada woyy🤣",['Neutral'],No,"['loohh', 'kemarin', 'iki', 'suka', 'foto', 'periksa', 'sudah', 'tidak', 'woyy']"
aftikaunyiell,"gak sudiii lagi dengerin lagunya,amit"" deh trnyta penyanyinya kek gini *GAK SUDI*","['Flaming', 'Harassment']",Yes,"['tidak', 'sudi', 'dengar', 'lagu', 'amit', 'deh', 'nyanyi', 'kayak', 'tidak', 'sudi']"
arssan_carlinaputriel,cie yg prh bilang gl bakal mau jd sekingkuhan uhuuuy🤣🔥🔥🔥,['Denigration'],Yes,"['cie', 'parah', 'bilang', 'gl', 'sekasuhan', 'uhuuy']"
munah9281,Slmt sore raffi dn gigi....ibu teta.no 2❤️❤️❤️❤️,['Neutral'],No,"['selamat', 'sore', 'raffi', 'gigi', 'tetano']"
dennis85_inst,SOMBONG AWAL DARI KEHANCURANMU BOS,['Harassment'],Yes,"['sombong', 'hancur', 'bos']"
au.liya5606,"Cantik sih,TPI terlalu kurus kk",['Body Shaming'],Yes,"['cantik', 'sihepi', 'kurus', 'kakak']"
ramskuy803,Si Wanda itu laki apa cewe apa beti apa waria sih,['Neutral'],No,"['si', 'wanda', 'pria', 'cewek', 'beti', 'banci', 'sih']"
ribka_yantii,Kocak . Lagu Uda go public tp gaboleh di pakai . Knp di rilis . Knp ngk di dengerin sendiri . Sombong bgt ..,['Flaming'],Yes,"['lucu', 'lagu', 'sudah', 'pergi', 'publik', 'obrol', 'terbit', 'tidak', 'dengar', 'sombong', 'banget']"
mariaulfa.mp99,Cantik bngt sih syng ❤️😍,['Neutral'],No,"['cantik', 'banget', 'sih', 'sayang']"
eka.srimulyani.315,Hemmm…jadi pengen gambung sesama libra 🥰 @prillylatuconsina96 @itsrossa910,['Neutral'],No,"['hemmjadi', 'gambung', 'libra']"
atekadmy,Anj nya gila cakep lo 😭,['Neutral'],No,"['anjing', 'milik', 'gila', 'cakep', 'lo']"
ekafebt,"ga lagi denger karya lu bg maaf, no respect 🙏",['Harassment'],Yes,"['tidak', 'dengar', 'karya', 'bang', 'maaf', 'tidak', 'hormat']"
saghisya,Makanya kaum sodom  tulang lunak susah taubat . Karena di normalisasi. Smoga peristiwa ini tandanya Allah sayang dan ingin lu lurus ga bengkok lagi.,['Neutral'],No,"['rakyat', 'sodom', 'tulang', 'lunak', 'susah', 'tobat', 'normalisasi', 'moga', 'peristiwa', 'tanda', 'allah', 'sayang', 'lurus', 'tidak', 'bengkok']"
putrizainakri,Ini baju dirujak belum dibalado 🤣🤣😂😂,['Harassment'],Yes,"['baju', 'rujak', 'belum', 'balado']"
dihampasgemlombang,ka dosma cantik amat❤️😭,['Neutral'],No,"['kak', 'dosma', 'cantik']"
joharlim,"buset, emang boleh se sombong itu bang? gw juga ga akan pake lagu lu deh. mantap, mudah2an orang2 berhenti pake lagu lu juga.",['Harassment'],Yes,"['bucking', 'sombong', 'bang', 'tidak', 'pakai', 'lagu', 'deh', 'bagus', 'mudah', 'orang', 'henti', 'pakai', 'lagu']"
ri.zqi2434,Main film lagi krupuk kulit,['Neutral'],No,"['main', 'film', 'kerupuk', 'kulit']"
xysks___,"Dih sok iyes, trkenal aja gak",['Flaming'],Yes,"['megah', 'iyes', 'trkal', 'tidak']"
rendy_anggi_saputro,"oh ini? skip lah, gak terkenal",['Harassment'],Yes,"['oh', 'lewat', 'tidak', 'kenal']"
lutfiiii04,"Liat poto prilly, pas lg makan seblak😢",['Neutral'],No,"['lihat', 'foto', 'prilly', 'kanan', 'makan', 'seblak']"
uga______,"Ohh ini ya yg karyanya harus milih2 pendengar?? Gw aja baru kenal dri sosmed yg lagi rame, btw gw juga gak tau lagu lu.. Gak cocok lu jdi public figure, ga sudi gw 😂😂",['Harassment'],Yes,"['oh', 'ya', 'karya', 'pilih', 'dengar', 'media', 'sosial', 'ramu', 'omong', 'tidak', 'lagu', 'tidak', 'cocok', 'publik', 'figure', 'tidak', 'sudi']"
rpdfashion_,Ga cocok sama Rizky nzr hdeh... 😭,['Denigration'],Yes,"['tidak', 'cocok', 'rizky', 'nazar', 'hadeh']"
toembasho.es,Muka ma suara aja b aja weeee,['Body Shaming'],Yes,"['maju', 'suara', 'b', 'wee']"
attok65x,"Banci pake cadar di kajian ust, blokkk blokkkk",['Flaming'],Yes,"['banci', 'pakai', 'kerudung', 'kaji', 'ust', 'blokk', 'blokk']"
billatqsyaputr,gakenal tpi maaf ko vibesnya nyebelin ya?🙏😭,['Denigration'],Yes,"['maaf', 'vibesnya', 'sebal', 'ya']"
sugiarti.78,Klau begini lebih baik lari dr kenyataan 😢😀🙏,['Neutral'],No,"['lihat', 'bagus', 'lari', 'nyata']"
nisa_annisha29,Kenapa d dunia nyata ka Denis jadian si sama Namira 😂😂😂,['Denigration'],Yes,"['dunia', 'nyata', 'kak', 'den', 'jadi', 'si', 'namira']"
___roppss,JAUHHHH BGTTT TP NCIP DESERVE BETTER 😛,['Denigration'],Yes,"['banget', 'ncip', 'layak']"
mr_marcells_philips,"Keliatan angkuh nya..musisi baperan, gampang ke makan hoax",['Flaming'],Yes,"['angkuh', 'nya', 'musisi', 'baperan', 'mudah', 'makan', 'lelucon']"
zaiditbrn,anak preaiden pke lagu abang aja digtuin ya 😢 gimana w yg anak seorang kondektur bus 😭 untung baru tau lagunya kemarin blm jdi suka dan masuk playlist spotify w 🤣,['Neutral'],No,"['anak', 'presiden', 'pakai', 'lagu', 'kakak', 'digtuin', 'ya', 'anak', 'konduktor', 'bis', 'laba', 'lagu', 'kemarin', 'belum', 'suka', 'masuk', 'daftar', 'putar', 'spotify']"
ravid_ell,"Masih mending dibantu biar orang tau lagunya ini malah gak tau diri bilang gak sudi lg . SOMBONG AMAT, BELAGU. Musisi lebih terkenal aja gak begitu",['Flaming'],Yes,"['bantu', 'biar', 'orang', 'lagu', 'tepat', 'tidak', 'bilang', 'tidak', 'sudi', 'sombong', 'belagu', 'musisi', 'kenal', 'tidak']"
denaagustiana,Mending nyanyi deh ka drpd posting yg gini gini,['Neutral'],No,"['nyanyi', 'deh', 'kak', 'posting']"
sncholifa_,foto bareng Rizky nazar nya di upload dong😍🤭,['Denigration'],Yes,"['foto', 'rizky', 'nazar', 'milik', 'unggah']"
novviiia,Ditunggu klarifikasinya dong kak hehe,['Neutral'],No,"['tunggu', 'klarifikasi', 'sis', 'haha']"
its.keyyy_s.dr,Spek MANHWA kalo ini mah 😍,['Neutral'],No,"['spek', 'manhwa', 'mah']"
arey_oy,Kejebak pasrah asal aman,['Denigration'],Yes,"['jebak', 'serah', 'aman']"
opqrsteuuu,@aninditahidayat kak cobadeh yang ini😂,['Neutral'],No,"['sis', 'cobadeh']"
rickydollar12,Kurus kering kurang makan ya.,"['Body Shaming', 'Denigration']",Yes,"['kurus', 'kering', 'makan', 'ya']"
ain_jafa,"Suara kau aja kek koncet, gaya kali kau bujang, mending dengar pengamen medan aja","['Flaming', 'Harassment']",Yes,"['suara', 'kayak', 'koncet', 'gaya', 'kali', 'bujang', 'dengar', 'amen', 'medan']"
ceicei90,mas mas hadehhhhh attitude nya,['Harassment'],Yes,"['mas', 'mas', 'haduh', 'sikap', 'milik']"
pray88,Kenapa gak cosplay jdi blanka kak? 🙏🏻,['Neutral'],No,"['tidak', 'main', 'kostum', 'blanka', 'sis']"
saskyarizky,@xiao_chany cosplay o ngene po o,['Neutral'],No,"['main', 'kostum', 'hai', 'hai']"
galaxy912024,Napa lu pakai cadar sadar lu,['Neutral'],No,"['kerudung', 'sadar']"
dewiracc,Kaya kartun upin ipin badan kecil kepala yg gede. Plis udahan dietnyaaa 😭😭😭😭,['Body Shaming'],Yes,"['kaya', 'kartun', 'upin', 'ipin', 'tubuh', 'kepala', 'tolong', 'selesai', 'dietnyaa']"
simaadn_,"makasihh loh dosma udah nunjukin siapa rizky yg sebenarnya. ambil aja gihhh gpp, cipaa udah dapat yg jauh lebih baikkk upsss🤭",['Denigration'],Yes,"['terima', 'kasih', 'loh', 'dosma', 'sudah', 'rizky', 'ambil', 'gihh', 'tidak', 'apa', 'syifa', 'sudah', 'ups']"
cindy.oktavia,"Rizky lebih cocok sama ini, Sifa terlalu baik untuk Rizky.",['Denigration'],Yes,"['rizky', 'cocok', 'sifa', 'bagus', 'rizky']"
ajialbuqhori,menang kalah ikut ulama aja gk ikut artis sory yeeee... sory yeeee sory yeee ☝🌚,['Denigration'],Yes,"['menang', 'hilang', 'ulama', 'tidak', 'artis', 'sory', 'ya', 'sory', 'ya', 'sory', 'ya']"
ij_0806,Seketika berasa tampan. Iya kali lagunya mau dia dengerin ke alien,['Body Shaming'],Yes,"['asa', 'tampan', 'ya', 'kali', 'lagu', 'dengar', 'asing']"
messia7497,Star sydrome 😂😂😂 gak sudi,['Harassment'],Yes,"['bintang', 'sindrom', 'tidak', 'sudi']"
retaindah18,ngene iki sempakan po gak,['Harassment'],Yes,"['iki', 'sakit', 'tidak']"
lillyitsaflower,How beautiful you are 🔥🔥🔥,['Neutral'],No,"['cantik', 'adalah']"
ari_nusantara5244,Kak Prilly daiving ke Lampung donk,['Neutral'],No,"['sis', 'prilly', 'selam', 'lampung']"
yuslinedwi_nov26,A Raffi bener gk berita yg sliweran pencucian uang?,['Denigration'],Yes,"['a', 'raffi', 'tidak', 'berita', 'cuci', 'uang']"
graceillov,"Prilll serius banget nih gua ngomong. Lo ituh udah panutan gua sebagai cewek yg bener² dewasa, bijak, mandiri dlm hal karir, bisa dan pintar masak, dan apalagiiiii body Lo goals banget🔥😍 makin makin salut gua, gk salah pilih panutan artis Indonesia. Baru Lo yg mau gua ikutin segal hal positif nya yg Lo share🙌🏼🔥🔥❤️",['Neutral'],No,"['prilly', 'serius', 'banget', 'gua', 'omong', 'lo', 'sudah', 'panutan', 'gua', 'gadis', 'dewasa', 'bijak', 'mandiri', 'urus', 'karir', 'cerdik', 'masak', 'apalagi', 'tubuh', 'lo', 'ideal', 'banget', 'salute', 'gua', 'tidak', 'salah', 'pilih', 'panutan', 'artis', 'indonesia', 'lo', 'gua', 'ikut', 'segal', 'urus', 'positif', 'milik', 'lo', 'bagi']"
jim._.out,Kurang poni sih.. Chun lee aslinya use bangs alias pake poni,['Neutral'],No,"['poni', 'sih', 'chun', 'lee', 'asli', 'poni', 'alias', 'pakai', 'poni']"
trisnaander3,"Cailah,dah bau tanah juga banyak tingkah🤣",['Harassment'],Yes,"['ambil', 'bau', 'tanah', 'perilaku']"
rickyardilayy,Cakep bet emg sitha 😍😍,['Neutral'],No,"['cakep', 'banget', 'sitha']"
anisah.sh,"Asli di tiktok ada yg bikin konten galau ala2,seberapa jauh patah hati mengubahmu (sambil videoin diri dia pake outfit lari),hbis itu dia upload hasil strava lari pace 1 sama 2,yakali penonton videonya bisa dibohongin wkk",['Neutral'],No,"['asli', 'tiktok', 'isi', 'galau', 'angka', 'rusak', 'jantung', 'ubah', 'video', 'pakai', 'pakai', 'larihbis', 'unggah', 'hasil', 'strava', 'lari', 'laju', 'tonton', 'video', 'bohong', 'wkk']"
chintyamarbun_,"Musisi legend yang gak akan redup karirnya yaitu @ahmaddhaniofficial @iwanfals ,situ baru bubuk ranginang ajja sok oke banget",['Harassment'],Yes,"['musisi', 'legenda', 'tidak', 'redup', 'karirnya', 'bubuk', 'ranginang', 'megah', 'oke', 'banget']"
98_sadgrils,Aku suka bdan Prilly yg dulu keliatannya seger GT mukanya maaf klau skrng gmna GT terlalu kurus,['Body Shaming'],Yes,"['suka', 'badan', 'prilly', 'segar', 'muka', 'maaf', 'kurus']"
farah.syahrani,beneran rafi cuci uang???,['Denigration'],Yes,"['benar', 'rafi', 'cuci', 'uang']"
mariodevid_,Byy❤️ telan ludah aku tuh d buatmu,['Harassment'],Yes,"['byy', 'angsa', 'air', 'liur', 'tuh', 'buat']"
ismiabdullah1_hennamakassar,MashaaAllah semua yg baik2 ada di @prillylatuconsina96,['Neutral'],No,"['masha', 'allah', 'bagus']"
aadtyputra,Musisi satu ini bad attitude😂,['Flaming'],Yes,"['musisi', 'buruk', 'sikap']"
teh_tarii,Gua ttp rizky di era  el rumi😂,['Neutral'],No,"['gua', 'rizky', 'era', 'el', 'rumi']"
berbekas_id,Gak takut sama makanan yang lu makan? Tiati jadi penyakit,['Denigration'],Yes,"['tidak', 'takut', 'makan', 'makan', 'hati', 'sakit']"
citrafauziyah27,"Segala sesuatu yang diambil dari hasil merebut yang bukan miliknya, nanti suatu saat akan merasakan hal seperti itu juga akan diambil yg bukan miliknya lagi...",['Denigration'],Yes,"['ambil', 'hasil', 'rebut', 'tidak', 'milik', 'rasa', 'urus', 'suka', 'ambil', 'tidak', 'milik']"
yanz_painting,"Semoga cepat sadar Bang Irwansyah, ingat kodrat anda, dan tobatlah sebelum terlambat, umur gak ada yg tahu.",['Neutral'],No,"['moga', 'cepat', 'sadar', 'bang', 'irwansyah', 'alam', 'tobat', 'lambat', 'usia', 'tidak']"
anjani.william26,Jaman jd koki ciliknudh kelihatan bgt cerdasnya,['Neutral'],No,"['jaman', 'koki', 'sudah', 'banget', 'cerdas']"
ntumpthh_,@bastiansteel yaikin lgsg nyosor😂😂,['Denigration'],Yes,"['langsung', 'nyosor']"
xeloxiaszza,"Rizky fix mata lu katarak, berobat deh🤣",['Body Shaming'],Yes,"['rizky', 'fix', 'mata', 'katarak', 'obat', 'deh']"
mexxc_,Kenapa temen nya pada ngebelain yaa. Udah tau itu salah besar. Heran deh,['Neutral'],No,"['teman', 'milik', 'bela', 'ya', 'sudah', 'salah', 'kagum', 'deh']"
ecysantika19,"Auranya lincah , menantang auranya🤣",['Neutral'],No,"['aura', 'lincah', 'tantang', 'aura']"
merlybabas,"Beneran ga si gosipnya sama Rizky , pas di film sakinah gw malah punya pikiran iky sama dia malah cocok...eh pas tau dosma yg mana eh ini dia yg prnh ada dipikiran gw waktu nonton film",['Denigration'],Yes,"['benar', 'tidak', 'si', 'gosip', 'rizky', 'kanan', 'film', 'sakinah', 'tepat', 'pikir', 'rizky', 'tepat', 'cocok', 'kanan', 'dosma', 'eh', 'pikir', 'tonton', 'film']"
aryaa.biima,Ada janji apa dibalik semua ini😂....,['Denigration'],Yes,"['janji', 'balik']"
amndvta,"""Gak sudi"" Gitu banget mulutnya bung",['Harassment'],Yes,"['tidak', 'sudi', 'banget', 'mulut', 'pria']"
omega85band,Lembek kek nenek2 bodinya😂,['Body Shaming'],Yes,"['lembek', 'kayak', 'nenek', 'bodi']"
laviannerosse,Semoga Allah selamatkan kita dari oligarki. penguasa2 jahat yg mencari keuntungan untuk kepentingan pribadi sampai menyengsarakan rakyat,['Neutral'],No,"['moga', 'allah', 'selamat', 'oligarki', 'kuasa', 'jahat', 'cari', 'untung', 'penting', 'pribadi', 'sengsara', 'rakyat']"
vintagekhadznan,"Gausah limited komen biar keliatan yg baik²nya doang dong di video klarifikasi lu, sadar woi lu punya jhony",['Flaming'],Yes,"['tidak', 'batas', 'komentar', 'biar', 'baik', 'doang', 'video', 'klarifikasi', 'sadar', 'woy', 'jhony']"
denroksi,Alah mas produk lokal opo wong bojo ae sing di tuku sing seko luar negri ngono owk....😂,['Denigration'],Yes,"['alah', 'mas', 'produk', 'lokal', 'opo', 'orang', 'suami', 'nyanyi', 'tuku', 'nyanyi', 'seko', 'negeri', 'owk']"
gizha_ra,Muka ga seberapa belagunya naudzubillah,"['Body Shaming', 'Flaming']",Yes,"['maju', 'tidak', 'belagu', 'naudzubillah']"
alifatussdyh,@arindakanaya8 yaallah kayak ngelihat diri sendiri 😭,['Neutral'],No,"['ya', 'allah', 'suka']"
boey_azwar,Pa zul keren sepatunya,['Neutral'],No,"['zul', 'keren', 'sepatu']"
benkbenk_idofficial,Kesayangan Gus @arief_reysan @ekoyuliyan,['Neutral'],No,"['sayang', 'gus']"
rynn08,kalo udah di atas emang suka begitu 🤣🤣,['Harassment'],Yes,"['sudah', 'suka']"
12winferiansyah,"Naturalisasi ini gaes , jangan samakan dengan lokal pret.",['Neutral'],No,"['naturalisasi', 'guys', 'sama', 'lokal', 'pret']"
s_dnt2609,"Pan pan hidup semakin maPAN , yng semakin mapan para kader nya kali yahh 😂 rakyat mah ngk usah di bahas😂",['Denigration'],Yes,"['hidup', 'mapan', 'mapan', 'kader', 'milik', 'kali', 'ya', 'rakyat', 'mah', 'tidak', 'upaya', 'bahas']"
bellaayulita,Awal awal suka bgt sama lagu nya cuma skrng kalo denggerin lagu dia takut di post story.,['Harassment'],Yes,"['suka', 'banget', 'lagu', 'milik', 'dengar', 'lagu', 'takut', 'post', 'cerita']"
ayudhyara,Semangat menanggung beban cipaaa.. u desserve rizky for ur life dozzz🔥🔥,['Denigration'],Yes,"['roh', 'tanggung', 'beban', 'syifa', 'rizky', 'ur', 'hidup', 'dozz']"
agusmhd13,Karya lu ga suka di nikmati semua org ga usah di publish dan ga usah di komersil .. . sombong parah.. lu tau ujung dari sombong itu pangkal dri kehancuran.. baru pangkal... .,"['Flaming', 'Harassment']",Yes,"['karya', 'tidak', 'suka', 'nikmat', 'orang', 'tidak', 'upaya', 'publikasi', 'tidak', 'upaya', 'komersial', 'sombong', 'kritis', 'ujung', 'sombong', 'pangkal', 'hancur', 'pangkal']"
amarwj,Cuma tau lagunya gatau siapa penyanyi nya 😂 ternyata orang ini? 😂,['Neutral'],No,"['lagu', 'gatau', 'nyanyi', 'milik', 'orang']"
jokitugas_,"yg posting pasti raffi, gigi blm siap gitu😁",['Neutral'],No,"['posting', 'raffi', 'gigi', 'belum']"
fitriadebora4,"aa raffi terlibat pencucian uang ya? kalau iya, masih ada pengadilan akherat aa raffi, jangan merasa aman punya backingan full, karena itu hanya berlaku di dunia aja, di akherat akan hilang semua beckingan itu, kalau ngga itu harapan semua fans aa,",['Denigration'],Yes,"['a', 'a', 'raffi', 'libat', 'cuci', 'uang', 'ya', 'ya', 'adil', 'a', 'a', 'raffi', 'aman', 'backingan', 'penuh', 'laku', 'dunia', 'hilang', 'beckingan', 'tidak', 'harap', 'fan', 'a', 'a']"
adityajulpiansyah,Kok dibatasin bang komentarnya,['Neutral'],No,"['batas', 'bang', 'komentar']"
_maharndw,YEK UWELEK KOYOK GORENGAN,['Body Shaming'],Yes,"['wew', 'uwelek', 'plester', 'goreng']"
si_aris09,Kaget tdi dari radio a raffi pencuian uang entah hoax atou BNR TPI kaya nya gak mungkin deh masa sekelas raffi Ahmad kaya gitu,['Neutral'],No,"['kejut', 'radio', 'a', 'raffi', 'uang', 'tidak', 'lelucon', 'atou', 'kaya', 'milik', 'tidak', 'deh', 'kelas', 'raffi', 'ahmad', 'kaya']"
slwty059,Masya allah idola ku makin cantikkk aja ka 😍😍,['Neutral'],No,"['masya', 'allah', 'idola', 'ku', 'cantik', 'kak']"
ukiahmad87,NAGITA BLM SIAP DI FOTOIN YA ELAH😂😍😍,['Neutral'],No,"['nagita', 'belum', 'foto', 'ya', 'elah']"
ayu_agustd97,Berasa liat artis korea cantik dan langsing ka @prillylatuconsina96 😍❤️,['Neutral'],No,"['asa', 'lihat', 'artis', 'korea', 'cantik', 'langsing', 'kak']"
xiang_fangyiin,serius lebih cantik yang dulu 😢,['Body Shaming'],Yes,"['serius', 'cantik']"
fujarahmanda,Jagoan gw ini mah... 👏,['Neutral'],No,"['jago', 'mah']"
catering_keluargaku,HAHAHAHAHAHAHA INI BELOM DI BATASI YA BANG?,['Neutral'],No,"['hahahahahaha', 'belum', 'batas', 'ya', 'bang']"
pinkannandrr,Hidung nya kayak maur bersin tapi ga jadi,['Body Shaming'],Yes,"['hidung', 'milik', 'suka', 'maur', 'bersin', 'tidak']"
wm_bisnis24.13,prily lu ngerasa itu cantik tpi d mata org gakk😢,['Body Shaming'],Yes,"['prilly', 'cantik', 'mata', 'orang', 'tidak']"
yen_ooyen,Inimah udah kayak model model China😭,['Neutral'],No,"['sudah', 'suka', 'model', 'model', 'cina']"
rudy89969,Mamaknya apa GK marah ini . Anaknya kayak gini pakaian nya,['Neutral'],No,"['mamak', 'tidak', 'marah', 'anak', 'suka', 'pakai', 'milik']"
sayajupla,Cara mudah menghancurkan karir,['Harassment'],Yes,"['mudah', 'hancur', 'karir']"
ekaenovy,"Btw sport diving emang bikin badan cepet nyusut ya? Mirip kang Dikta, badannya makin kurus sehat🔥",['Neutral'],No,"['omong', 'olahraga', 'selam', 'tubuh', 'cepat', 'nyusut', 'ya', 'kang', 'dikta', 'badan', 'kurus', 'sehat']"
budhiawan_satria11,Bissmillah masuk penjara pencucian uang 😂,['Denigration'],Yes,"['bismillah', 'masuk', 'penjara', 'cuci', 'uang']"
_nunuuu99,pasti yg post a rafi😭🤣,['Neutral'],No,"['post', 'a', 'rafi']"
gyu.here,Kurang2in belagu nya ye🙏,['Flaming'],Yes,"['kurang', 'belagu', 'milik']"
risakanza,"Ingat, sesama makhluk ciptaan Allah, jangan songong lue, ko Allah mau dalam sekejap hilang kenikmatan itu.",['Harassment'],Yes,"['makhluk', 'cipta', 'allah', 'songong', 'allah', 'kejap', 'hilang', 'nikmat']"
nurwalbyannisa,"Halo Ka, tolong jangan permainkan syari'at cadar ya ka.",['Neutral'],No,"['halo', 'kak', 'bantu', 'main', 'shari', 'a', 'kerudung', 'ya', 'kak']"
athanazilah20,Yg komen serem banget.. kenapa harus mengurus kehidupan orang lain ... padahal kehidupan kalian belum tentu kaya sita...,['Neutral'],No,"['komentar', 'seram', 'banget', 'urus', 'hidup', 'orang', 'hidup', 'belum', 'kaya', 'sita']"
babanjabal,Lo seperti ini sama khalnya lo ga nerima kodrat. Masuk nya penistaan agama jg kan yah.,['Neutral'],No,"['lo', 'suka', 'lo', 'tidak', 'terima', 'alam', 'masuk', 'milik', 'nista', 'agama', 'ya']"
ernawardani26,"Mesti yg ngepost Raffi,, Gigi posenya merem gt tetep di post.. Ya Allah Gigi sesabar itu… 😂😂😂",['Neutral'],No,"['mesti', 'post', 'raffi', 'gigi', 'pose', 'rem', 'post', 'ya', 'allah', 'gigi', 'sabar']"
nfya24_,kalah jauhh woyyy sma cipa,['Body Shaming'],Yes,"['hilang', 'woyy', 'cipa']"
sekardigjaya,"Mgkin kalo di X lo bakal di anggap pahlawan sama perkumpulan monyet pecinta yaman, tpi di sosmed lain?? Pffffttt Shame on you madafaka","['Flaming', 'Harassment']",Yes,"['kali', 'lo', 'timbang', 'pahlawan', 'kumpul', 'monyet', 'cinta', 'yaman', 'media', 'sosial', 'pfftt', 'malu', 'madafaka']"
